user_id,recommendations
506,"[1018818, 1082185, 995242, 866211, 859075]"
507,"[874972, 1082185, 1081177, 857554, 971922]"
508,"[1013928, 1133018, 910032, 1101010, 923746]"
509,"[874972, 12731714, 1008074, 1022254, 862826]"
510,"[12262830, 1082185, 995242, 903325, 916122]"
511,"[836445, 981760, 983584, 1029743, 986912]"
512,"[12262978, 1106523, 962568, 1108168, 871611]"
513,"[849202, 981760, 1133018, 986912, 1093413]"
514,"[874972, 1024306, 1081177, 1082185, 878996]"
515,"[874972, 1029743, 1053690, 987562, 5592931]"
516,"[874972, 844179, 835098, 1110572, 839243]"
517,"[878715, 987562, 5592931, 1126899, 1081177]"
518,"[12810391, 1029743, 986912, 1082185, 878996]"
519,"[874972, 835098, 1061203, 1029743, 903325]"
520,"[9832469, 1029743, 6034857, 981760, 8090537]"
521,"[1130729, 1126899, 1082185, 1024306, 962568]"
522,"[874972, 1082185, 1029743, 1127831, 951590]"
523,"[874972, 962229, 1070820, 1082185, 986912]"
524,"[874972, 1106523, 923746, 901062, 6553571]"
525,"[995151, 1110572, 906262, 1037863, 1087102]"
526,"[1137346, 1082185, 995242, 1044078, 8090521]"
527,"[948670, 961554, 987562, 921504, 901062]"
528,"[874972, 1070820, 1081177, 854852, 8090537]"
529,"[874972, 1082185, 1106523, 1127831, 951590]"
530,"[906844, 1029743, 6034857, 849697, 1004906]"
531,"[874972, 995242, 981760, 1044078, 5569230]"
532,"[874972, 7169089, 844697, 1082185, 1029743]"
533,"[1038663, 995242, 1096036, 962568, 5569230]"
534,"[874972, 1082185, 862349, 7025106, 1135834]"
535,"[970747, 1043590, 1004906, 1044078, 871756]"
536,"[874972, 1029743, 987562, 5592931, 1004906]"
537,"[1004436, 1070820, 13654702, 1116635, 7160231]"
538,"[943940, 1082185, 862349, 903325, 916122]"
539,"[878715, 1126899, 903325, 1082185, 981760]"
540,"[874972, 1081177, 916122, 1082185, 1133018]"
541,"[1000753, 1053690, 844179, 1106523, 1122358]"
542,"[1138423, 916122, 8090537, 1106523, 6034857]"
543,"[879734, 8090537, 844179, 995242, 820486]"
544,"[874972, 1082185, 12731436, 7409670, 1048462]"
545,"[874972, 986912, 1082185, 878996, 1127831]"
546,"[10198378, 1096036, 969419, 822785, 940726]"
547,"[874972, 986912, 1037840, 1029743, 1126895]"
548,"[874972, 1082185, 995242, 1081177, 981760]"
549,"[826666, 854405, 826249, 1082185, 1029743]"
550,"[874972, 1029743, 1082185, 878996, 981760]"
551,"[874972, 1082185, 1058997, 1044078, 981760]"
552,"[970747, 995242, 981760, 1044078, 983584]"
553,"[849202, 866211, 844165, 1009361, 987562]"
554,"[850102, 1029743, 1082185, 8090537, 993638]"
555,"[874972, 1082185, 1029743, 1127831, 1106523]"
556,"[874972, 1082185, 1029743, 1127831, 951590]"
557,"[874972, 1082185, 1133018, 962568, 1127831]"
558,"[874972, 1082185, 981760, 1106523, 1044078]"
559,"[874972, 1082185, 1029743, 1127831, 951590]"
560,"[1082627, 1082185, 995242, 1044078, 1081177]"
561,"[1000753, 1082185, 1058997, 981760, 916122]"
562,"[1115069, 1082185, 995242, 981760, 854852]"
563,"[874972, 1029743, 1082185, 854852, 1138189]"
564,"[906335, 1029743, 962229, 1082185, 981760]"
565,"[1118623, 1024306, 1127179, 933637, 825749]"
566,"[874972, 1082185, 1127831, 1029743, 951590]"
567,"[968072, 1106523, 1082185, 986912, 1044078]"
568,"[1088771, 928932, 826666, 1101589, 995230]"
569,"[981677, 995242, 903325, 1082185, 1081177]"
570,"[970866, 1029743, 981760, 5569230, 965766]"
571,"[874972, 1070820, 1082185, 888586, 901062]"
572,"[874972, 1082185, 1029743, 1127831, 951590]"
573,"[874972, 995242, 1044078, 981760, 8090537]"
574,"[12810391, 1082185, 983584, 1029743, 916122]"
575,"[12262830, 861445, 989409, 1049735, 855718]"
576,"[1034176, 1082185, 1106523, 1024306, 1023720]"
577,"[974156, 1070820, 1082185, 986912, 951590]"
578,"[874972, 862349, 8090521, 1057102, 961554]"
579,"[874972, 1029743, 6534201, 1082185, 1029743]"
580,"[1118946, 981760, 5569471, 1056509, 940947]"
581,"[874972, 1058997, 1044078, 1084796, 854852]"
582,"[948670, 1082185, 862349, 1024306, 903325]"
583,"[8020166, 1029743, 1082185, 1081177, 1053690]"
584,"[874972, 1082185, 951590, 1029743, 1127831]"
585,"[874972, 1126899, 1082185, 1093413, 1108168]"
586,"[906335, 1029743, 962229, 1082185, 981760]"
587,"[874972, 981760, 962568, 1138487, 1077373]"
588,"[1034176, 903325, 916122, 986912, 1096036]"
589,"[874972, 5569230, 1082185, 1029743, 1127831]"
590,"[9835223, 1029743, 1081177, 916122, 5569230]"
591,"[1065017, 901976, 991932, 9527161, 882190]"
592,"[874972, 1070820, 6034857, 866211, 1028816]"
593,"[874972, 1133018, 859075, 1082185, 1096036]"
594,"[874972, 1029743, 962229, 1082185, 981760]"
595,"[874972, 1106523, 5568378, 1082185, 12810393]"
596,"[879734, 1106523, 916122, 1082185, 1081177]"
597,"[860248, 1024306, 916122, 1126899, 1082185]"
598,"[836445, 1029743, 908531, 981760, 6034857]"
599,"[874972, 1082185, 6034857, 951412, 1117514]"
600,"[1021324, 995242, 1110572, 1044078, 916122]"
601,"[9521787, 1096036, 9527290, 1126899, 983584]"
602,"[849202, 1126899, 1082185, 983584, 1053690]"
603,"[874972, 834103, 1082185, 1029743, 1127831]"
604,"[874972, 962568, 1098168, 1082185, 862349]"
605,"[1054402, 1126899, 1082185, 903325, 965772]"
606,"[874972, 995242, 1053690, 1024306, 916122]"
607,"[874972, 1133018, 1096036, 936914, 835243]"
608,"[1013928, 995242, 1101010, 1082185, 1044078]"
609,"[874972, 1029743, 981760, 8090537, 1110572]"
610,"[874972, 1029743, 1004906, 990797, 976199]"
611,"[13213240, 1029743, 12648296, 1082185, 878996]"
612,"[826666, 1082185, 995242, 981760, 987562]"
613,"[874972, 1082185, 1029743, 1127831, 951590]"
614,"[874972, 1082185, 908531, 1029743, 878996]"
615,"[948670, 995242, 878996, 1024306, 873964]"
616,"[874972, 852856, 1082185, 1029743, 1127831]"
617,"[899019, 951412, 987562, 1126899, 1082185]"
618,"[850102, 1044078, 859075, 1070820, 962229]"
619,"[874972, 962568, 845208, 5569471, 1105917]"
620,"[874972, 1028816, 944823, 857006, 1082185]"
621,"[1079913, 1133018, 1001333, 981760, 1081177]"
622,"[1065538, 1029743, 962229, 986912, 854852]"
623,"[874972, 916122, 923746, 1085333, 934427]"
624,"[12810391, 916122, 1133018, 1044078, 908531]"
625,"[874972, 1082185, 995242, 1024306, 916122]"
626,"[874972, 1082185, 1029743, 1127831, 1106523]"
627,"[874972, 965766, 9803601, 12263788, 840361]"
628,"[874972, 951590, 5569230, 1029743, 963971]"
629,"[874972, 1082185, 1029743, 1127831, 1106523]"
630,"[1000753, 981760, 6034857, 1070820, 1082185]"
631,"[6551861, 962229, 1082185, 995242, 981760]"
632,"[874972, 995242, 1057260, 981760, 916122]"
633,"[850102, 1029743, 981760, 1082185, 8090537]"
634,"[874972, 1082185, 1029743, 1127831, 951590]"
635,"[874972, 854852, 1133018, 1003616, 849003]"
636,"[908314, 882826, 923746, 8358933, 1092026]"
637,"[1103808, 1082185, 1133018, 1037840, 1138189]"
638,"[901067, 916122, 866211, 1029743, 1044078]"
639,"[874972, 981760, 1096036, 1029743, 1127831]"
640,"[1021324, 1082185, 1106523, 1096036, 857503]"
641,"[904129, 962568, 1096036, 1126899, 916122]"
642,"[874972, 1026118, 12810393, 1058997, 5569471]"
643,"[874972, 995242, 981760, 1023720, 1096036]"
644,"[948670, 1082185, 1024306, 995242, 981760]"
645,"[874972, 1082185, 1127831, 1029743, 951590]"
646,"[12810391, 962229, 983584, 1029743, 981760]"
647,"[1079913, 1082185, 1044078, 1029743, 1081177]"
648,"[1111080, 1082185, 854852, 903325, 1081177]"
649,"[874972, 1029743, 981760, 981521, 939546]"
650,"[874972, 1082185, 1029743, 1127831, 1106523]"
651,"[874972, 1082185, 1029743, 1127831, 951590]"
652,"[5995129, 1082185, 1081177, 995242, 908531]"
653,"[849202, 1126899, 1082185, 1081177, 981760]"
654,"[864893, 1082185, 995242, 845208, 1056509]"
655,"[850102, 1082185, 862349, 1044078, 981760]"
656,"[1082627, 1044078, 1110572, 1106523, 1082185]"
657,"[874972, 1082185, 1029743, 1127831, 1106523]"
658,"[12810389, 1029743, 1082185, 981760, 844179]"
659,"[874972, 1133018, 951590, 1138189, 844179]"
660,"[926884, 1044078, 1057260, 1126899, 1081177]"
661,"[12262778, 1044078, 1081177, 986912, 995242]"
662,"[874972, 1068291, 8011291, 1070272, 883670]"
663,"[1013928, 1081177, 1097398, 1082185, 908531]"
664,"[874972, 1106523, 951590, 866211, 1138189]"
665,"[874972, 826249, 986912, 1071171, 1082185]"
666,"[956599, 962229, 1106523, 1044078, 6034857]"
667,"[836445, 1082185, 1058997, 1044078, 859075]"
668,"[874972, 1024306, 961554, 1082185, 1058997]"
669,"[970747, 1058997, 878996, 1082185, 903325]"
670,"[956599, 1082185, 995242, 1057260, 981760]"
671,"[968072, 910032, 923746, 1029743, 951590]"
672,"[12810391, 995242, 903325, 1082185, 1044078]"
673,"[836445, 1029743, 1082185, 878996, 981760]"
674,"[874972, 986912, 995242, 1044078, 878996]"
675,"[12731517, 1053690, 965766, 1106523, 1044078]"
676,"[874972, 1053690, 866211, 962229, 986912]"
677,"[13506119, 5568378, 1136257, 837270, 824005]"
678,"[874972, 1082185, 1029743, 1127831, 951590]"
679,"[1013928, 965766, 6533608, 986912, 1082185]"
680,"[874972, 1070820, 962229, 854852, 6034857]"
681,"[850102, 1132789, 882496, 951590, 5568378]"
682,"[874972, 1082185, 1133018, 1127831, 861445]"
683,"[874972, 1082185, 1029743, 1127831, 1106523]"
684,"[874972, 1106523, 1082185, 1108168, 999779]"
685,"[874972, 1106523, 1044078, 1015539, 916122]"
686,"[874972, 1082185, 995242, 981760, 872137]"
687,"[874972, 962229, 1082185, 1029743, 1044078]"
688,"[849202, 1023720, 910032, 1126899, 1082185]"
689,"[874972, 1082185, 1029743, 1127831, 951590]"
690,"[878715, 1044078, 981760, 1029743, 1082185]"
691,"[874972, 995242, 1044078, 1082185, 981760]"
692,"[1004436, 1082185, 981760, 862349, 878996]"
693,"[849202, 1082212, 13416351, 962229, 916122]"
694,"[1138423, 1082185, 995242, 1101010, 1037840]"
695,"[970866, 844179, 1135834, 13039088, 1056509]"
696,"[1075007, 5574377, 1056973, 975633, 1048483]"
697,"[874972, 6602697, 1119051, 1082185, 12696089]"
698,"[874972, 1058997, 1023720, 6034857, 866211]"
699,"[1050741, 868764, 5569230, 1029743, 962229]"
700,"[874972, 962229, 1029743, 1101010, 961554]"
701,"[1021324, 1082185, 995242, 1057260, 981760]"
702,"[904997, 1070820, 981760, 1082185, 903325]"
703,"[860248, 903325, 1024306, 1082185, 1058997]"
704,"[874972, 1082185, 1127831, 1029743, 951590]"
705,"[874972, 1070820, 827683, 1082185, 912112]"
706,"[1076842, 1070820, 962229, 913210, 1053690]"
707,"[9521679, 970030, 1022066, 7025114, 987562]"
708,"[962615, 962229, 1082185, 1029743, 916122]"
709,"[874972, 986912, 903325, 1106523, 983584]"
710,"[13213240, 981760, 1110572, 1082185, 1106523]"
711,"[864893, 995242, 1037840, 8090521, 1092026]"
712,"[12810391, 914190, 1047968, 1070820, 921504]"
713,"[874972, 962229, 1075368, 5569230, 9881592]"
714,"[5592232, 1029743, 981760, 1082185, 1044078]"
715,"[1022428, 1081177, 923746, 1106523, 981760]"
716,"[874972, 1082185, 1024306, 916122, 6034857]"
717,"[1021324, 861445, 1082185, 1029743, 1127831]"
718,"[874972, 861445, 985999, 1092026, 826249]"
719,"[874972, 1082185, 1106523, 895930, 933835]"
720,"[1115069, 1081177, 854852, 1056212, 12518330]"
721,"[908314, 1058997, 862732, 1011300, 13007355]"
722,"[887474, 1106523, 981760, 1082185, 1081177]"
723,"[956599, 1070820, 981760, 1082185, 878996]"
724,"[874972, 1022254, 863699, 1062128, 1139786]"
725,"[874972, 1058997, 981760, 1044078, 916122]"
726,"[933354, 1058997, 981760, 961554, 951412]"
727,"[1038663, 981760, 916122, 1106523, 1096036]"
728,"[10198378, 1037840, 12648296, 1029743, 844179]"
729,"[874972, 1082185, 1029743, 1127831, 1106523]"
730,"[1138423, 1126899, 1036501, 985386, 960732]"
731,"[874972, 868764, 859075, 8090532, 13416351]"
732,"[970747, 1126899, 908531, 1082185, 916122]"
733,"[874972, 1106523, 866211, 1082185, 923746]"
734,"[959737, 1106523, 1082185, 6034857, 961554]"
735,"[874972, 1029743, 1053690, 1082185, 5569230]"
736,"[836445, 1044078, 1057260, 1029743, 1082185]"
737,"[995151, 1082185, 1058997, 1057260, 854852]"
738,"[874972, 1044078, 1081177, 1106523, 1053690]"
739,"[874972, 1082185, 1029743, 1127831, 951590]"
740,"[970747, 1029743, 1082185, 1024306, 878996]"
741,"[874972, 1082185, 995242, 854852, 916122]"
742,"[874972, 1082185, 1024306, 1106523, 983584]"
743,"[968072, 844179, 6979753, 866211, 1025581]"
744,"[874972, 1070820, 6034857, 1082185, 1024306]"
745,"[874972, 862349, 1110572, 1082185, 854852]"
746,"[874972, 1022254, 980823, 1082185, 1029743]"
747,"[874972, 981760, 908531, 1058997, 8090537]"
748,"[1013928, 1133018, 1122358, 1044078, 951590]"
749,"[1107420, 5569230, 1102456, 1082185, 1029743]"
750,"[874972, 1106523, 1082185, 1044078, 866211]"
751,"[1129049, 962229, 1106523, 854852, 859075]"
752,"[874972, 913210, 921504, 986912, 12518330]"
753,"[874972, 1126899, 1081177, 1082185, 8293439]"
754,"[874972, 1126899, 878996, 1082185, 866211]"
755,"[874972, 1082185, 1058997, 903325, 951590]"
756,"[874972, 995242, 9677202, 1082185, 883003]"
757,"[874972, 1082185, 1034686, 962229, 1133018]"
758,"[874972, 5568249, 912704, 10345155, 1082185]"
759,"[906844, 1082185, 854852, 1028816, 962568]"
760,"[874972, 1133018, 1003616, 1057260, 1102829]"
761,"[1029688, 995242, 1053690, 1082185, 916122]"
762,"[5995129, 1058997, 951412, 986912, 961554]"
763,"[1038663, 981760, 983584, 1029743, 1082185]"
764,"[13506119, 1082185, 862349, 981760, 878996]"
765,"[874972, 1082185, 903325, 961554, 893018]"
766,"[874972, 1070820, 916122, 1082185, 1024306]"
767,"[874972, 1082185, 840361, 5568378, 1092026]"
768,"[874972, 1082185, 995242, 962229, 1023720]"
769,"[926884, 1029743, 1082185, 1053690, 1138292]"
770,"[874972, 962229, 986912, 1029743, 1082185]"
771,"[1108094, 903325, 983795, 1124938, 1006250]"
772,"[874972, 1082185, 1024833, 1082185, 1029743]"
773,"[849202, 1082185, 7025106, 1092588, 970030]"
774,"[829291, 1106523, 962229, 1082185, 1024306]"
775,"[874972, 1082185, 1029743, 1127831, 951590]"
776,"[874972, 1082185, 995242, 1101010, 908531]"
777,"[1065017, 1070820, 1082185, 903325, 866211]"
778,"[874972, 962229, 1082185, 1127831, 923746]"
779,"[1108094, 1082185, 1106523, 1057260, 903325]"
780,"[874972, 863632, 1112205, 890999, 1082185]"
781,"[836445, 1082185, 995242, 9553382, 936914]"
782,"[874972, 1133018, 1092026, 8090537, 5568378]"
783,"[938138, 859010, 7442006, 873627, 1082185]"
784,"[874972, 962229, 1082185, 1081177, 981760]"
785,"[874972, 1126899, 1082185, 878996, 1081177]"
786,"[1020208, 1044078, 1081177, 1082185, 1106523]"
787,"[849202, 1049735, 7025106, 1082185, 862349]"
788,"[12731517, 1126899, 1081177, 1082185, 1044078]"
789,"[874972, 1082185, 1024306, 981760, 1133018]"
790,"[874972, 1053690, 8090537, 1029743, 961554]"
791,"[826666, 1133018, 1043590, 878445, 846823]"
792,"[874972, 1082185, 1029743, 1127831, 1106523]"
793,"[860248, 1082185, 995242, 1044078, 981760]"
794,"[1134483, 1126899, 871756, 1037863, 865026]"
795,"[874972, 916122, 923746, 910032, 1138292]"
796,"[874972, 995242, 923746, 969866, 1026118]"
797,"[1130729, 981760, 868764, 1029743, 965766]"
798,"[9655679, 1082185, 983584, 1126899, 981760]"
799,"[1085357, 1058997, 923746, 1082185, 1122358]"
800,"[5590965, 5566472, 1137507, 1130029, 951412]"
801,"[874972, 1126899, 1082185, 981760, 1053690]"
802,"[1118946, 1082185, 981760, 1024306, 983584]"
803,"[969725, 995242, 903325, 1082185, 1044078]"
804,"[1013928, 1029743, 1082185, 981760, 916122]"
805,"[982469, 1081177, 981760, 1029743, 1082185]"
806,"[1076842, 1023720, 1049735, 1029743, 1082185]"
807,"[968072, 1126899, 1082185, 1024306, 981760]"
808,"[874972, 9677202, 859075, 1029743, 1082185]"
809,"[874972, 862349, 908531, 1096036, 993638]"
810,"[962615, 1026118, 848071, 1028816, 993638]"
811,"[850102, 1029743, 981760, 962568, 910032]"
812,"[874972, 840361, 1004906, 1029743, 870547]"
813,"[874972, 1082185, 878996, 7025106, 1133018]"
814,"[874972, 12648296, 985999, 12810393, 1101173]"
815,"[860248, 1106523, 916122, 908531, 1004906]"
816,"[933354, 913210, 8090513, 1082185, 862349]"
817,"[970747, 995242, 1081177, 1082185, 981760]"
818,"[874972, 1126899, 1082185, 1081177, 1138189]"
819,"[874972, 1029743, 1082185, 923746, 840601]"
820,"[874972, 1082185, 995242, 1081177, 1037840]"
821,"[1075007, 1106523, 1131529, 1125278, 878285]"
822,"[874972, 995242, 923746, 981760, 940947]"
823,"[970747, 986912, 962568, 961554, 913210]"
824,"[874972, 962229, 1082185, 1106523, 1023720]"
825,"[12262978, 1082185, 903325, 1126899, 1023720]"
826,"[948670, 1037840, 845193, 1112766, 862981]"
827,"[874972, 1082185, 1029743, 1127831, 1106523]"
828,"[874972, 1082185, 1029743, 1127831, 951590]"
829,"[874972, 1029743, 878996, 1082185, 1081177]"
830,"[961889, 1029743, 981760, 1082185, 845208]"
831,"[1033984, 878996, 1127831, 995242, 1053690]"
832,"[1134483, 1126899, 1102959, 938849, 1082185]"
833,"[12810391, 1106523, 1044078, 981521, 1059080]"
834,"[874972, 1082185, 1029743, 1127831, 1106523]"
835,"[874972, 1082185, 1127831, 5578547, 13213342]"
836,"[874972, 1082185, 1081177, 1049735, 1116635]"
837,"[874972, 1126899, 1082185, 854852, 962568]"
838,"[874972, 1133018, 908531, 844179, 1092026]"
839,"[837569, 1082185, 961554, 7441668, 1011457]"
840,"[874972, 1082185, 1024306, 1029743, 981760]"
841,"[874972, 1082185, 1081177, 1106523, 1044078]"
842,"[1038663, 1082185, 1133018, 916122, 908531]"
843,"[1103808, 1029743, 962229, 1082185, 1044078]"
844,"[874972, 1082185, 862349, 1044078, 1024306]"
845,"[882308, 962229, 8090537, 1058997, 1081177]"
846,"[904997, 981760, 1053690, 1082185, 1133018]"
847,"[1134678, 1023720, 962568, 1082185, 995242]"
848,"[9521679, 1070820, 878996, 1044078, 1028816]"
849,"[874972, 916122, 1028816, 1126899, 1082185]"
850,"[9832469, 995242, 871756, 1044078, 923746]"
851,"[874972, 861445, 1082185, 1029743, 1127831]"
852,"[1013928, 1070820, 1023720, 1082185, 1024306]"
853,"[1065017, 1058997, 951412, 903325, 916122]"
854,"[12262830, 995242, 961554, 840361, 5568378]"
855,"[1075007, 1029743, 986912, 981760, 859075]"
856,"[1012514, 995242, 903325, 1082185, 981760]"
857,"[874972, 1044078, 862349, 1082185, 981760]"
858,"[874972, 862349, 1036347, 951761, 1089025]"
859,"[874972, 1029743, 1044078, 962229, 1082185]"
860,"[874972, 1082185, 866211, 1082185, 1029743]"
861,"[874972, 1106523, 10457044, 844165, 847982]"
862,"[1038663, 1096036, 1033142, 981760, 987562]"
863,"[833940, 986912, 995242, 1081177, 981760]"
864,"[874972, 986912, 1044078, 1029743, 1082185]"
865,"[1038663, 962229, 1106523, 910032, 845208]"
866,"[947858, 1081177, 1133018, 1082185, 1044078]"
867,"[995151, 1082185, 995242, 986912, 903325]"
868,"[6551861, 1029743, 1081177, 1082185, 8090521]"
869,"[874972, 1029743, 1044078, 845208, 923746]"
870,"[874972, 1082185, 1029743, 1127831, 951590]"
871,"[878715, 986912, 995242, 1082185, 878996]"
872,"[874972, 1029743, 849870, 6463775, 1082185]"
873,"[874972, 995242, 981760, 1122358, 1004906]"
874,"[874972, 1082185, 1029743, 1127831, 1106523]"
875,"[970866, 981760, 899624, 1126899, 1082185]"
876,"[899019, 1122358, 962568, 1082185, 1058997]"
877,"[874972, 1058997, 1026118, 1082185, 878996]"
878,"[850102, 878996, 981760, 1106523, 1082185]"
879,"[866548, 1070820, 903325, 1101010, 916122]"
880,"[874972, 951590, 842392, 1082185, 1029743]"
881,"[874972, 1096036, 983584, 1029743, 962229]"
882,"[879734, 995242, 1044078, 1053690, 908531]"
883,"[1057749, 981760, 1127831, 1029743, 1082185]"
884,"[974156, 1082185, 1119399, 986912, 5568378]"
885,"[1038663, 1106523, 1082185, 878996, 1081177]"
886,"[874972, 1070820, 1096036, 868764, 7025114]"
887,"[874972, 981760, 859075, 1133018, 878445]"
888,"[5995129, 1082185, 995242, 903325, 854852]"
889,"[13213240, 872177, 850676, 8293439, 1007462]"
890,"[947858, 999858, 979057, 1082185, 1029743]"
891,"[899019, 1082185, 981760, 1106523, 903325]"
892,"[874972, 981760, 845208, 923746, 1074524]"
893,"[874972, 962229, 1082185, 1106523, 868764]"
894,"[874972, 874149, 878775, 1082185, 1081177]"
895,"[1020208, 862349, 1028816, 1082185, 7024847]"
896,"[874972, 1070820, 1082185, 908531, 1101010]"
897,"[829291, 1126899, 1096036, 1079528, 5569471]"
898,"[970747, 995242, 903325, 1057260, 981760]"
899,"[874972, 983584, 1116020, 1086795, 1082185]"
900,"[972418, 951590, 961554, 986912, 1082185]"
901,"[956599, 1106523, 1057260, 962229, 1082185]"
902,"[874972, 1082185, 1029743, 1127831, 1106523]"
903,"[13213240, 1070820, 1081177, 1082185, 983584]"
904,"[836445, 1106523, 965766, 951590, 923746]"
905,"[860248, 854852, 1033142, 976199, 9835509]"
906,"[1038663, 1106523, 1122358, 1082185, 5587938]"
907,"[969725, 1015539, 995242, 986912, 1082185]"
908,"[12812261, 1106523, 903325, 1082185, 1057260]"
909,"[948670, 1044078, 903325, 1029743, 1082185]"
910,"[849202, 1106523, 1082185, 981760, 878996]"
911,"[13416117, 1058997, 854852, 1082185, 1024306]"
912,"[850102, 1081177, 859075, 1106523, 1082185]"
913,"[899019, 1053690, 908531, 1070820, 1082185]"
914,"[970866, 1029743, 1044078, 986912, 965766]"
915,"[874972, 878996, 923746, 1082185, 1057260]"
916,"[921438, 916122, 845208, 913210, 970030]"
917,"[956599, 1106523, 1082185, 923746, 1038985]"
918,"[874972, 844165, 982790, 1133018, 7443013]"
919,"[874972, 1044078, 1081177, 1029743, 859075]"
920,"[826666, 1101589, 1133018, 1044078, 1082185]"
921,"[874972, 1082185, 8090440, 1029743, 9575582]"
922,"[12262830, 962568, 965766, 1126899, 1082185]"
923,"[1000753, 962229, 1082185, 1044078, 910032]"
924,"[874972, 1106523, 844165, 823576, 1050851]"
925,"[874972, 1082185, 862349, 968936, 870515]"
926,"[948670, 1082185, 995242, 903325, 981760]"
927,"[874972, 878445, 906262, 1132231, 977497]"
928,"[1137346, 1127831, 866211, 1082185, 908531]"
929,"[12810464, 1082185, 995242, 986912, 1044078]"
930,"[850102, 981760, 962568, 883616, 8014645]"
931,"[1099089, 961554, 1037840, 1126899, 1082185]"
932,"[1022428, 1029743, 1082185, 981760, 1081177]"
933,"[1038663, 962229, 878996, 1106523, 983584]"
934,"[850102, 883003, 1026118, 961554, 1028816]"
935,"[874972, 1082185, 1127831, 1081177, 913210]"
936,"[874972, 1096036, 916122, 962229, 983584]"
937,"[874972, 1058997, 840361, 6034857, 961554]"
938,"[1065538, 1058997, 981760, 1075368, 990797]"
939,"[9835223, 1029743, 1049735, 1082185, 1044078]"
940,"[874972, 1089766, 1029624, 1019637, 1030093]"
941,"[919766, 5568378, 5567702, 916122, 954642]"
942,"[874972, 908531, 1057102, 1015539, 1029743]"
943,"[874972, 12648296, 840361, 1106523, 1053690]"
944,"[969725, 986912, 1081177, 1106523, 1101010]"
945,"[874972, 995242, 1024306, 1082185, 981760]"
946,"[984680, 1044078, 981760, 1082185, 1106523]"
947,"[1134483, 1037863, 12731544, 1081177, 1101010]"
948,"[874972, 1082185, 1029743, 1127831, 951590]"
949,"[850102, 1082185, 8090521, 1029743, 6034857]"
950,"[874972, 1096036, 1122358, 1106523, 1082185]"
951,"[919766, 1029743, 981760, 965766, 1050851]"
952,"[12731517, 1082185, 1106523, 981760, 1053690]"
953,"[970747, 1029743, 1082185, 981760, 983584]"
954,"[874972, 1082185, 1029743, 1127831, 1106523]"
955,"[9832469, 981760, 951590, 986912, 1106523]"
956,"[874972, 1029743, 1082185, 986912, 1081177]"
957,"[874972, 1029743, 845208, 1032703, 1082185]"
958,"[874972, 1082185, 1029743, 1127831, 951590]"
959,"[12812261, 1082185, 1106523, 1024306, 962568]"
960,"[9521679, 1126899, 964520, 886395, 954642]"
961,"[13987010, 866211, 840361, 1029743, 986912]"
962,"[874972, 1082185, 981760, 962568, 961554]"
963,"[849202, 873964, 1004906, 995242, 965766]"
964,"[948670, 962229, 1082185, 1029743, 986912]"
965,"[874972, 1044078, 1122358, 923746, 6904613]"
966,"[874972, 1029743, 1017369, 914190, 1082185]"
967,"[874972, 1082185, 1029743, 1127831, 951590]"
968,"[874972, 1081177, 983584, 1029743, 1082185]"
969,"[874972, 1029743, 1082185, 985386, 845109]"
970,"[1103808, 5568378, 940947, 1081177, 994577]"
971,"[906844, 995242, 1081177, 1082185, 1024306]"
972,"[874972, 962229, 862349, 6632283, 868764]"
973,"[926884, 986912, 983795, 1082185, 1081177]"
974,"[1090931, 903325, 1053690, 1127831, 933835]"
975,"[874972, 9802981, 916122, 1082185, 5569471]"
976,"[826666, 844179, 859075, 971922, 951412]"
977,"[874972, 1029743, 1110572, 1138189, 1096036]"
978,"[1111080, 1082185, 1044078, 1070820, 878996]"
979,"[874972, 7025106, 1047769, 8066803, 1042702]"
980,"[874972, 854852, 866211, 961554, 845208]"
981,"[874972, 1029743, 951590, 1082185, 866211]"
982,"[956599, 1126899, 1051323, 962229, 983584]"
983,"[849202, 995242, 1044078, 878996, 903325]"
984,"[874972, 1126899, 1082185, 878996, 903325]"
985,"[1108094, 962229, 995242, 1082185, 981760]"
986,"[874972, 995242, 916122, 868764, 1138189]"
987,"[874972, 1106523, 1044078, 986912, 1082185]"
988,"[874972, 8090537, 913210, 1070820, 1082185]"
989,"[874972, 986912, 854852, 1029743, 1082185]"
990,"[874972, 1082185, 1029743, 1127831, 1106523]"
991,"[874972, 1026118, 5585510, 895268, 1082185]"
992,"[874972, 970030, 1054483, 826144, 968992]"
993,"[849202, 1082185, 862349, 986912, 8293439]"
994,"[874972, 1029743, 1082185, 1053690, 8090521]"
995,"[874972, 1082185, 1127831, 1029743, 951590]"
996,"[948670, 1029743, 1082185, 1044078, 1081177]"
997,"[878715, 1070820, 1082185, 981760, 8090521]"
998,"[1000753, 878996, 1081177, 1082185, 1044078]"
999,"[1022428, 1029743, 1082185, 1044078, 983584]"
1000,"[9677366, 1081177, 6034857, 1082185, 986912]"
1001,"[874972, 1126899, 981760, 1053690, 965766]"
1002,"[860248, 1029743, 962229, 1082185, 923746]"
1003,"[874972, 1053690, 5592931, 1082185, 1133018]"
1004,"[849202, 981760, 859075, 1029743, 1096036]"
1005,"[874972, 1082185, 1044078, 995242, 981760]"
1006,"[874972, 1112825, 844179, 1052912, 943362]"
1007,"[874972, 1133018, 1053530, 1102959, 926909]"
1008,"[874972, 1053690, 951590, 1110572, 910473]"
1009,"[874972, 833025, 1082185, 1029743, 1127831]"
